Date,avg_temp,avg_wind,avg_precip,avg_humidity,avg_pressure,avg_solar_radiation,avg_comfort
2025-03-25 00:00:00.000000,9.842857142857143,3.7142857142857144,0.0,76.62857142857142,1007.2785714285714,-999.0,10.463571428571429
