Date,Temperature,Wind_Speed,Wind_Direction,Precipitation,Humidity,Pressure,Unnamed:_0,ALLSKY_SFC_SW_DWN,TS,QV2M,PS,ComfortIndex
2021-02-09,-5.0,4.2,,0.1,56,1022.5,405,1.01,-13.01,1.29,98.91,-0.28
2021-02-10,-8.1,3.9,,0.1,67,1023.9,406,0.96,-14.91,1.15,98.98,-4.0
2021-02-11,-7.8,2.9,,0.0,51,1036.4,407,1.47,-16.46,0.96,100.18,-1.79
2021-02-12,-8.9,0.8,,0.0,54,1041.4,408,1.22,-15.41,1.04,100.71,-2.98
2021-02-13,-7.8,1.1,,0.1,60,1040.7,409,1.54,-15.46,1.03,100.65,-2.89
2021-02-14,7.2,1.3,,0.0,67,1037.6,410,1.6,-17.4,1.15,100.32,8.52
2021-02-15,-8.6,2.4,,0.0,84,1027.4,411,0.48,-10.39,1.66,99.36,-6.57
2021-02-16,-4.7,2.1,,4.3,91,1017.7,412,0.37,-8.03,2.06,98.49,-3.75
2021-02-17,-2.3,4.1,,2.7,86,1016.8,413,0.45,-5.07,2.51,98.32,-1.01
2021-02-18,-2.6,2.5,,5.1,90,1015.8,414,0.39,-4.97,2.55,98.24,-1.66
2021-02-19,-1.4,2.3,,4.5,95,1008.7,415,0.49,-1.73,3.38,97.54,-0.96
2021-02-20,1.2,2.5,,3.8,99,1010.2,416,0.25,0.0,3.87,97.75,1.27
2021-02-21,2.6,1.6,,3.8,99,1012.1,417,0.57,-0.14,3.86,97.9,2.67
2021-02-22,2.6,1.6,,0.3,99,1017.6,418,0.6,-1.7,3.59,98.49,2.67
2021-02-23,3.3,2.0,,0.3,99,1020.4,419,1.11,0.07,3.86,98.72,3.36
2021-02-24,7.2,2.8,,0.7,98,1014.1,420,0.81,0.74,4.1,98.17,7.28
2021-02-25,4.4,1.8,,0.4,99,1010.7,421,0.89,0.36,3.98,97.85,4.46
2021-02-26,2.6,2.1,,0.0,72,1018.9,422,2.19,0.19,3.8,98.67,4.43
2021-02-27,4.3,1.3,,0.0,79,1030.7,423,1.36,-1.94,3.31,99.79,5.48
2021-02-28,2.2,1.4,,0.0,73,1030.4,424,2.25,-1.21,3.51,99.84,4.03
2021-03-01,3.4,1.1,,0.0,80,1027.9,425,1.72,-1.15,3.39,99.57,4.62
2021-03-02,3.3,1.4,,0.0,67,1029.5,426,2.37,-0.5,3.63,99.72,5.33
2021-03-03,4.0,1.2,,0.2,97,1022.9,427,1.39,-0.95,3.47,99.02,4.17
2021-03-04,-0.6,3.9,,0.0,42,1021.5,428,2.73,-2.94,2.72,98.91,4.22
2021-03-05,1.3,1.8,,0.0,48,1024.0,429,2.73,-4.01,2.57,99.12,5.08
2021-03-06,7.2,2.9,,0.0,63,1014.5,430,0.75,-1.59,3.31,98.3,8.69
2021-03-07,3.4,4.0,,0.0,37,1016.9,431,2.68,-3.43,2.74,98.48,7.25
2021-03-08,-0.4,1.9,,0.0,53,1022.0,432,2.93,-5.46,2.35,98.91,3.45
2021-03-09,-0.3,1.6,,0.0,62,1017.9,433,2.65,-2.73,3.02,98.53,2.79
2021-03-10,2.0,3.0,,1.8,72,1015.7,434,0.82,-3.71,2.66,98.2,3.93
2021-03-11,-1.4,2.9,,12.9,95,984.4,435,0.61,-1.37,3.56,95.18,-0.96
2021-03-12,0.6,1.3,,12.3,88,983.1,436,2.38,-1.68,3.57,95.07,1.52
2021-03-13,1.3,1.1,,0.0,88,987.7,437,1.62,-1.91,3.43,95.58,2.17
2021-03-14,1.7,1.6,,0.0,85,993.1,438,2.55,-2.07,3.55,96.11,2.76
2021-03-15,2.7,4.3,,0.2,59,1005.2,439,3.12,-1.01,3.53,97.32,5.36
2021-03-16,7.2,2.6,,0.0,58,1018.4,440,2.67,-1.59,3.29,98.58,8.89
2021-03-17,2.2,2.5,,0.0,48,1025.5,441,3.13,-4.61,2.62,99.27,5.72
2021-03-18,1.7,2.0,,0.0,53,1023.4,442,2.6,-2.03,3.13,99.06,5.01
2021-03-19,4.3,2.8,,0.1,61,1028.2,443,2.8,-1.33,3.08,99.45,6.49
2021-03-20,0.1,1.5,,0.0,71,1012.3,444,2.59,0.6,3.87,98.06,2.4
2021-03-21,3.7,2.9,,0.0,40,1012.2,445,2.82,0.28,3.21,98.05,7.26
2021-03-22,4.6,2.1,,0.0,54,1013.1,446,3.37,1.34,3.82,98.13,7.1
2021-03-23,6.8,2.6,,0.0,68,1013.5,447,3.48,2.78,4.22,98.13,8.16
2021-03-24,6.1,2.3,,0.0,72,1008.5,448,2.83,2.68,4.27,97.65,7.39
2021-03-25,5.3,2.4,,0.0,73,1009.5,449,2.3,1.82,4.01,97.71,6.67
2021-03-26,7.2,3.2,,0.0,95,1009.7,450,0.89,2.12,4.56,97.71,7.4
2021-03-27,5.4,2.5,,0.8,91,1006.4,451,1.19,2.52,4.6,97.39,5.85
2021-03-28,2.2,2.1,,3.0,88,1009.8,452,3.08,1.01,3.81,97.73,3.01
2021-03-29,4.7,3.2,,2.8,83,1007.6,453,2.19,4.21,5.02,97.56,5.62
2021-03-30,8.3,2.8,,0.0,70,1013.2,454,3.85,6.43,5.55,98.23,9.32
2021-03-31,12.1,3.0,,0.0,75,1017.8,455,1.44,2.76,4.26,98.66,12.43
2021-04-01,4.4,2.1,,0.0,55,1021.3,456,4.44,1.58,3.36,98.94,6.9
2021-04-02,5.3,3.5,,0.0,48,1019.5,457,4.07,1.96,3.3,98.78,7.93
2021-04-03,4.7,2.1,,0.0,53,1022.6,458,4.29,1.8,3.28,99.01,7.23
2021-04-04,4.4,3.7,,0.0,68,999.2,459,2.85,3.04,3.95,96.84,6.18
2021-04-05,7.2,5.5,,0.8,38,985.7,460,4.16,0.08,2.61,95.42,9.69
2021-04-06,3.5,3.6,,0.0,42,990.6,461,3.99,1.21,2.93,95.88,7.01
2021-04-07,3.2,2.9,,0.0,51,1001.6,462,4.04,1.18,3.28,96.96,6.25
2021-04-08,3.7,3.4,,0.1,57,1003.3,463,3.95,0.47,2.97,97.15,6.25
2021-04-09,4.1,4.7,,1.4,55,990.6,464,4.01,2.42,3.8,95.92,6.67
2021-04-10,3.7,3.2,,0.1,43,1006.7,465,5.12,0.95,2.97,97.51,7.09
2021-04-11,3.6,3.5,,0.0,55,1016.2,466,3.26,0.98,3.3,98.43,6.3
2021-04-12,3.7,5.0,,6.2,87,1012.3,467,2.28,0.82,3.71,98.05,4.47
2021-04-13,1.8,3.6,,3.9,66,1019.9,468,4.14,0.86,3.42,98.72,4.17
2021-04-14,1.9,2.2,,0.5,51,1028.3,469,5.0,0.88,3.21,99.58,5.3
2021-04-15,7.2,3.4,,0.0,39,1034.0,470,4.65,2.97,3.64,100.17,9.65
2021-04-16,7.2,4.7,,0.0,45,1032.8,471,5.26,3.97,4.02,100.08,9.41
2021-04-17,8.9,3.9,,0.0,39,1031.4,472,5.44,6.02,4.36,99.96,10.78
2021-04-18,10.5,2.9,,0.0,34,1029.4,473,5.68,6.65,4.29,99.77,11.95
2021-04-19,11.2,2.0,,0.0,41,1026.6,474,5.78,6.78,4.43,99.5,12.27
2021-04-20,10.4,2.4,,0.0,48,1016.5,475,5.82,7.14,4.96,98.48,11.57
2021-04-21,10.6,5.0,,0.0,57,1005.3,476,2.72,4.19,4.03,97.35,11.52
2021-04-22,5.8,5.5,,0.7,33,1014.4,477,5.67,3.76,3.01,98.26,9.01
2021-04-23,6.3,4.7,,0.0,35,1021.8,478,5.54,3.08,2.9,98.95,9.23
2021-04-24,5.5,4.6,,0.0,37,1025.4,479,5.3,2.09,2.76,99.3,8.62
2021-04-25,7.2,4.4,,0.0,40,1026.1,480,4.6,2.18,2.82,99.35,9.61
2021-04-26,4.4,3.1,,0.0,42,1021.3,481,6.39,2.75,2.93,98.94,7.62
2021-04-27,5.2,3.6,,0.0,41,1017.1,482,5.58,2.57,3.25,98.55,8.22
2021-04-28,5.8,2.4,,0.0,39,1013.9,483,5.07,3.57,3.46,98.21,8.72
2021-04-29,6.7,3.8,,0.0,42,1013.4,484,4.67,4.04,3.94,98.18,9.19
2021-04-30,6.8,3.2,,0.0,36,1014.0,485,5.91,4.4,3.39,98.23,9.51
2021-05-01,7.5,2.3,,0.0,44,1014.8,486,4.82,4.34,4.44,98.33,9.66
2021-05-02,7.2,2.3,,0.1,58,1013.5,487,5.06,5.41,4.42,98.16,8.89
2021-05-03,8.0,2.1,,0.0,80,1008.3,488,3.63,4.83,4.88,97.62,8.71
2021-05-04,5.6,4.2,,4.6,76,999.0,489,2.63,3.9,4.54,96.76,6.77
2021-05-05,7.2,7.7,,3.1,80,994.8,490,1.83,3.22,3.93,96.34,8.0
2021-05-06,3.2,4.6,,5.9,43,999.4,491,5.02,3.8,3.42,96.78,6.74
2021-05-07,6.1,2.9,,0.6,44,1004.8,492,5.39,4.79,3.75,97.3,8.69
2021-05-08,6.6,3.3,,0.2,58,1008.6,493,5.76,6.26,4.25,97.67,8.42
2021-05-09,8.5,2.8,,0.6,88,1004.6,494,1.19,4.48,5.0,97.3,8.9
2021-05-10,6.6,2.9,,8.9,98,1004.1,495,1.51,8.24,6.9,97.26,6.69
2021-05-11,9.6,1.9,,12.8,85,1013.0,496,2.98,8.72,6.6,98.11,10.0
2021-05-12,10.7,2.7,,1.9,87,1008.5,497,1.77,9.01,7.04,97.74,10.97
2021-05-13,9.8,2.7,,16.0,75,1006.9,498,4.9,10.87,7.59,97.6,10.45
2021-05-14,15.5,3.7,,0.6,73,1004.6,499,4.02,12.34,8.41,97.37,15.35
2021-05-15,7.2,2.6,,1.0,85,1002.1,500,2.35,9.3,6.95,97.09,7.8
2021-05-16,9.9,2.7,,7.7,80,1003.2,501,2.81,8.72,6.21,97.18,10.41
2021-05-17,10.4,2.6,,0.4,90,1001.6,502,2.15,7.43,6.18,97.0,10.63
2021-05-18,8.4,2.3,,12.1,85,1005.4,503,4.27,9.09,6.53,97.38,8.9
2021-05-19,10.5,2.2,,0.5,74,1008.0,504,5.63,9.75,6.3,97.63,11.07
2021-05-20,11.9,2.0,,0.2,72,1007.5,505,5.43,9.92,6.24,97.63,12.3
2021-05-21,11.2,2.6,,0.1,70,1000.9,506,5.54,9.63,5.78,96.99,11.74
2021-05-22,11.0,2.1,,0.1,77,998.3,507,3.8,8.52,6.45,96.72,11.44
2021-05-23,10.9,3.5,,3.0,80,1003.0,508,3.07,9.23,6.76,97.18,11.3
2021-05-24,10.9,3.1,,2.6,77,1012.7,509,4.33,9.23,6.24,98.09,11.36
2021-05-25,7.2,5.4,,1.6,75,1014.5,510,3.44,9.88,6.64,98.31,8.2
2021-05-26,11.3,5.5,,4.9,83,1010.8,511,1.81,9.6,6.72,97.93,11.6
2021-05-27,10.2,3.8,,7.2,46,1013.8,512,6.28,10.39,5.41,98.25,11.48
2021-05-28,12.3,3.4,,0.0,41,1018.2,513,8.13,12.78,6.55,98.73,13.01
2021-05-29,18.4,2.7,,0.1,33,1023.6,514,8.16,15.01,6.94,99.29,16.96
2021-05-30,18.0,2.1,,0.0,48,1025.0,515,8.12,17.08,8.83,99.42,17.0
2021-05-31,18.6,1.3,,0.0,65,1021.1,516,6.82,18.22,9.56,99.01,17.81
2021-06-01,18.4,2.4,,0.0,50,1022.5,517,7.06,16.86,9.16,99.18,17.33
2021-06-02,19.0,2.6,,0.0,48,1028.0,518,7.56,15.25,7.91,99.7,17.71
2021-06-03,18.9,2.7,,0.0,42,1027.8,519,7.46,15.54,7.76,99.69,17.5
2021-06-04,7.2,2.4,,0.0,50,1025.2,520,6.68,16.69,8.36,99.43,9.21
2021-06-05,19.3,2.3,,0.0,50,1022.3,521,6.68,18.15,8.83,99.15,17.98
2021-06-06,20.4,2.4,,0.0,67,1020.2,522,5.56,17.36,9.41,98.91,19.33
2021-06-07,18.8,2.2,,0.2,81,1019.9,523,3.81,16.31,9.79,98.87,18.35
2021-06-08,17.3,2.2,,0.0,77,1018.7,524,5.29,17.11,9.65,98.7,16.95
2021-06-09,16.9,2.5,,0.0,76,1016.1,525,6.99,17.56,9.54,98.49,16.58
2021-06-10,17.5,2.3,,0.1,75,1014.4,526,5.66,18.18,10.16,98.29,17.09
2021-06-11,18.2,3.4,,0.0,84,1008.8,527,4.81,16.79,10.27,97.76,17.87
2021-06-12,16.5,3.8,,0.3,48,1005.0,528,7.58,14.46,6.69,97.47,15.93
2021-06-13,16.4,2.8,,0.0,47,1015.0,529,7.24,14.22,6.87,98.42,15.85
2021-06-14,7.2,4.0,,0.8,76,1007.8,530,2.29,14.14,8.41,97.66,8.16
2021-06-15,13.5,3.5,,9.4,46,1011.6,531,7.9,13.71,6.4,98.06,13.8
2021-06-16,16.2,3.3,,0.1,62,1014.9,532,6.59,13.84,7.04,98.33,15.84
2021-06-17,15.6,2.4,,0.0,70,1014.8,533,5.93,16.75,9.33,98.38,15.42
2021-06-18,19.1,2.5,,28.5,82,1012.2,534,4.12,19.22,11.27,98.12,18.64
2021-06-19,19.2,2.9,,0.9,86,1010.7,535,3.26,17.3,11.39,98.0,18.84
2021-06-20,16.9,2.9,,2.6,88,1007.8,536,2.27,16.1,10.2,97.67,16.74
2021-06-21,15.7,2.2,,11.4,91,1006.5,537,2.77,15.92,9.65,97.5,15.64
2021-06-22,14.4,3.4,,7.7,79,1013.4,538,2.69,13.74,8.64,98.22,14.41
2021-06-23,14.4,2.4,,0.1,66,1017.2,539,7.06,16.6,8.61,98.64,14.42
2021-06-24,7.2,3.0,,0.0,70,1016.4,540,7.81,16.15,8.46,98.51,8.4
2021-06-25,16.8,2.1,,0.0,71,1014.8,541,6.54,16.07,8.58,98.36,16.43
2021-06-26,16.4,2.3,,0.0,72,1015.9,542,7.26,18.59,10.37,98.49,16.11
2021-06-27,19.3,2.3,,0.1,87,1014.4,543,2.99,17.85,10.87,98.29,18.96
2021-06-28,15.8,2.0,,0.0,82,1013.2,544,5.49,18.11,10.54,98.21,15.67
2021-06-29,16.6,3.0,,0.0,74,1011.1,545,5.98,18.41,10.17,98.0,16.3
2021-06-30,17.2,4.5,,0.1,52,1015.1,546,7.31,16.16,8.04,98.45,16.49
2021-07-01,18.2,3.4,,0.0,48,1017.2,547,4.61,17.0,8.87,98.67,17.14
2021-07-02,20.6,2.4,,0.4,42,1016.1,548,6.01,18.46,9.04,98.6,18.65
2021-07-03,21.9,2.1,,0.2,43,1013.7,549,7.97,20.07,10.18,98.38,19.58
2021-07-04,7.2,2.2,,0.0,70,1012.4,550,4.84,19.09,11.23,98.22,8.4
2021-07-05,19.9,2.7,,12.6,72,1009.7,551,4.86,18.06,12.12,98.0,19.07
2021-07-06,20.6,2.7,,1.3,77,1007.3,552,5.39,17.78,11.0,97.66,19.83
2021-07-07,18.5,4.3,,14.5,76,1011.8,553,5.65,17.29,9.94,98.04,17.97
2021-07-08,18.0,3.2,,1.1,73,1020.0,554,6.02,16.64,9.46,98.87,17.48
2021-07-09,17.7,2.1,,0.3,74,1020.9,555,4.79,16.8,9.89,99.03,17.24
2021-07-10,19.2,2.8,,5.0,87,1011.3,556,1.75,16.33,11.0,98.04,18.86
2021-07-11,15.9,2.8,,7.7,79,1013.6,557,6.43,17.73,10.05,98.24,15.74
2021-07-12,18.8,1.9,,0.0,68,1018.1,558,5.76,17.76,10.1,98.72,18.04
2021-07-13,18.9,2.0,,0.0,54,1016.4,559,6.64,19.11,9.95,98.63,17.79
2021-07-14,7.2,2.9,,0.0,74,1012.9,560,3.75,19.75,13.18,98.28,8.24
2021-07-15,20.9,2.4,,2.1,63,1012.3,561,6.39,20.8,11.46,98.23,19.6
2021-07-16,23.5,3.0,,0.1,54,1018.9,562,7.27,19.19,9.94,98.87,21.22
2021-07-17,21.6,2.7,,0.0,51,1015.2,563,6.98,18.93,9.6,98.51,19.69
2021-07-18,21.7,3.1,,0.0,44,1012.5,564,6.31,16.1,7.66,98.21,19.48
2021-07-19,17.8,3.0,,0.0,55,1015.3,565,7.18,16.29,8.41,98.47,16.98
2021-07-20,18.6,2.8,,0.0,47,1012.0,566,6.48,17.21,8.17,98.17,17.4
2021-07-21,19.5,3.2,,0.0,50,1019.2,567,7.01,16.18,8.13,98.86,18.12
2021-07-22,18.9,2.3,,0.0,65,1015.6,568,7.11,19.3,9.96,98.53,18.05
2021-07-23,21.2,2.1,,0.0,52,1017.2,569,6.83,18.49,9.43,98.68,19.43
2021-07-24,7.2,2.0,,0.0,55,1016.3,570,6.98,19.39,10.21,98.59,9.01
2021-07-25,22.4,2.2,,0.0,50,1015.7,571,6.41,19.68,10.72,98.58,20.23
2021-07-26,23.8,3.4,,0.0,57,1015.2,572,4.81,18.88,11.24,98.53,21.6
2021-07-27,21.4,2.8,,9.5,91,1011.0,573,1.28,17.66,12.1,98.06,21.06
2021-07-28,18.1,2.0,,39.0,89,1005.2,574,3.11,17.63,11.76,97.47,17.88
2021-07-29,17.9,1.9,,17.0,93,997.7,575,1.99,15.17,10.34,96.75,17.77
2021-07-30,14.5,1.9,,15.5,72,993.5,576,5.7,17.95,10.63,96.37,14.5
2021-07-31,20.6,2.8,,0.4,81,994.8,577,2.81,15.71,10.61,96.42,19.96
2021-08-01,16.3,4.6,,0.2,74,997.9,578,2.99,14.03,8.99,96.74,16.04
2021-08-02,14.5,3.9,,2.2,51,1005.7,579,5.53,13.05,6.63,97.5,14.5
2021-08-03,7.2,2.6,,0.1,57,1010.5,580,4.16,13.21,7.45,97.94,8.93
2021-08-04,14.7,2.4,,0.0,70,1013.1,581,5.22,14.52,8.53,98.22,14.67
2021-08-05,16.3,2.1,,0.2,68,1013.4,582,4.89,14.06,8.46,98.25,15.98
2021-08-06,16.7,3.0,,0.0,64,1011.0,583,4.72,15.29,8.77,98.04,16.26
2021-08-07,17.7,4.0,,1.0,63,1006.7,584,3.71,14.41,9.03,97.65,17.05
2021-08-08,16.3,1.9,,0.1,69,1003.6,585,4.41,15.05,8.76,97.32,15.99
2021-08-09,18.1,2.6,,0.0,79,1009.0,586,4.1,15.85,9.59,97.8,17.68
2021-08-10,17.6,2.6,,4.1,73,1011.2,587,4.82,16.07,9.4,98.06,17.14
2021-08-11,17.3,1.9,,0.0,77,1013.3,588,5.23,16.66,9.1,98.24,16.95
2021-08-12,17.7,2.4,,0.0,80,1016.0,589,3.55,16.01,10.06,98.5,17.35
2021-08-13,7.2,3.4,,0.0,83,1011.8,590,2.87,15.71,9.9,98.11,7.88
2021-08-14,15.3,2.9,,2.8,77,1003.9,591,4.09,13.97,8.45,97.34,15.2
2021-08-15,15.3,2.2,,0.9,69,1001.9,592,4.15,14.18,8.26,97.16,15.16
2021-08-16,15.5,3.1,,0.9,74,1002.2,593,3.79,13.15,8.88,97.18,15.36
2021-08-17,15.9,4.7,,0.2,63,1002.7,594,3.72,14.58,8.67,97.22,15.62
2021-08-18,16.6,2.6,,0.1,64,996.0,595,3.45,13.6,8.12,96.58,16.18
2021-08-19,15.1,1.8,,0.6,61,999.9,596,4.77,13.5,7.1,96.93,14.97
2021-08-20,14.4,1.8,,0.3,61,1008.7,597,4.79,12.86,6.65,97.78,14.42
2021-08-21,14.7,2.3,,0.0,64,1016.9,598,5.17,13.05,7.52,98.58,14.66
2021-08-22,15.3,2.5,,0.1,65,1021.0,599,5.34,12.97,7.92,98.97,15.15
2021-08-23,7.2,1.6,,0.0,64,1026.0,600,5.48,13.95,8.06,99.49,8.65
2021-08-24,17.3,1.6,,0.0,80,1024.0,601,3.4,14.72,9.13,99.3,16.99
2021-08-25,17.5,5.2,,0.2,50,1011.9,602,4.39,14.8,7.43,98.17,16.68
2021-08-26,16.7,7.1,,0.0,55,1018.3,603,3.21,12.41,6.4,98.69,16.16
2021-08-27,14.7,5.6,,0.1,61,1025.2,604,2.17,12.87,7.35,99.4,14.66
2021-08-28,15.7,3.6,,0.0,58,1024.7,605,4.09,13.85,7.95,99.38,15.42
2021-08-29,16.9,2.2,,0.0,58,1023.0,606,4.73,15.39,8.92,99.24,16.35
2021-08-30,18.7,1.6,,0.0,57,1023.4,607,5.15,15.66,9.32,99.25,17.71
2021-08-31,18.4,2.6,,0.0,52,1023.6,608,4.9,14.47,8.46,99.3,17.37
2021-09-01,18.2,2.6,,0.0,54,1024.5,609,4.45,14.59,8.26,99.35,17.26
2021-09-02,7.2,2.3,,0.0,52,1021.5,610,4.8,14.11,7.71,99.12,9.13
2021-09-03,17.8,2.8,,0.0,55,1018.8,611,3.99,11.98,6.76,98.76,16.98
2021-09-04,13.6,2.7,,0.2,57,1023.4,612,3.81,10.22,5.97,99.18,13.81
2021-09-05,12.0,1.9,,0.0,73,1023.6,613,3.07,12.58,7.6,99.21,12.37
2021-09-06,14.1,1.6,,0.1,81,1020.9,614,3.02,12.9,7.81,98.93,14.14
2021-09-07,14.7,1.2,,0.0,82,1017.5,615,2.81,14.69,9.22,98.64,14.68
2021-09-08,16.2,1.6,,0.0,74,1012.9,616,4.37,16.44,9.96,98.28,15.96
2021-09-09,18.4,1.4,,0.0,80,1011.3,617,3.79,16.06,10.13,98.05,17.97
2021-09-10,17.8,1.4,,0.0,76,1011.9,618,2.43,15.45,10.37,98.07,17.36
2021-09-11,17.4,1.9,,0.0,91,1009.0,619,0.96,14.78,10.44,97.8,17.26
2021-09-12,7.2,2.2,,9.2,83,1006.8,620,2.51,13.94,9.29,97.6,7.88
2021-09-13,14.0,1.8,,2.0,64,1016.3,621,4.09,10.89,6.41,98.48,14.1
2021-09-14,12.5,2.2,,0.0,73,1017.3,622,3.35,10.0,7.29,98.62,12.8
2021-09-15,12.9,2.8,,0.0,72,1018.4,623,2.39,10.4,7.77,98.71,13.15
2021-09-16,14.0,3.6,,2.8,76,1018.0,624,1.29,9.24,6.62,98.67,14.07
2021-09-17,10.5,3.8,,0.2,69,1021.6,625,1.6,8.43,5.73,98.95,11.18
2021-09-18,9.8,2.0,,0.0,69,1025.0,626,2.02,8.19,6.01,99.26,10.6
2021-09-19,10.5,1.5,,0.0,65,1026.7,627,1.57,8.13,5.68,99.44,11.27
2021-09-20,10.1,2.2,,0.0,67,1026.3,628,1.55,7.0,5.47,99.42,10.9
2021-09-21,9.4,2.0,,3.6,78,1019.8,629,1.77,9.69,6.71,98.8,10.02
2021-09-22,7.2,2.1,,0.0,81,1014.0,630,2.73,10.58,7.29,98.3,7.96
2021-09-23,14.0,2.3,,2.9,81,995.5,631,2.18,9.77,6.94,96.5,14.05
2021-09-24,9.3,2.2,,0.1,81,998.4,632,1.16,8.12,6.28,96.72,9.84
2021-09-25,9.3,2.2,,0.6,60,1007.1,633,3.46,8.91,5.78,97.57,10.44
2021-09-26,11.8,1.6,,0.0,85,1019.0,634,2.1,9.51,6.95,98.68,12.02
2021-09-27,12.4,3.3,,0.1,87,1018.1,635,0.99,10.56,7.73,98.63,12.55
2021-09-28,12.7,2.4,,18.4,83,1018.9,636,2.42,10.63,7.56,98.7,12.87
2021-09-29,12.7,3.2,,0.0,88,1019.8,637,0.75,9.41,7.35,98.81,12.82
2021-09-30,11.8,3.6,,13.8,91,1015.2,638,0.44,9.49,7.32,98.38,11.93
2021-10-01,10.5,3.8,,10.5,95,1007.3,639,0.65,10.29,7.86,97.61,10.61
2021-10-02,7.2,2.1,,36.4,90,1007.2,640,1.24,10.6,7.76,97.6,7.6
2021-10-03,12.0,3.7,,7.3,94,998.1,641,0.5,10.91,8.29,96.68,12.08
2021-10-04,11.9,3.2,,30.4,89,1007.9,642,1.27,10.6,7.75,97.63,12.06
2021-10-05,12.1,2.1,,9.7,92,1012.2,643,1.37,10.29,7.75,98.06,12.21
2021-10-06,11.7,3.3,,2.4,87,1012.1,644,0.5,8.72,6.76,98.07,11.9
2021-10-07,10.2,1.1,,0.0,92,1024.9,645,1.34,9.39,6.86,99.28,10.39
2021-10-08,11.5,2.7,,0.0,96,1030.6,646,0.45,11.01,8.16,99.82,11.57
2021-10-09,12.9,2.8,,6.6,91,1030.0,647,1.3,10.7,7.72,99.79,12.98
2021-10-10,12.1,1.9,,0.0,93,1019.1,648,0.56,8.53,6.9,98.78,12.19
2021-10-11,8.3,2.3,,4.1,79,1010.6,649,2.14,5.83,5.02,97.91,9.02
2021-10-12,7.2,2.7,,0.0,63,1014.3,650,2.29,3.61,4.2,98.23,8.69
2021-10-13,6.1,1.7,,0.0,76,1015.5,651,1.32,2.81,4.2,98.33,7.21
2021-10-14,6.0,2.5,,0.2,79,1002.3,652,1.29,7.18,6.27,97.11,6.98
2021-10-15,9.5,3.1,,0.0,56,1000.5,653,1.5,5.44,4.63,96.89,10.71
2021-10-16,6.5,2.8,,0.0,61,1006.3,654,1.48,4.12,4.48,97.49,8.22
2021-10-17,6.2,1.7,,0.0,66,1014.3,655,2.11,1.35,3.54,98.22,7.75
2021-10-18,2.9,1.2,,0.0,70,1022.9,656,1.62,0.77,3.4,99.01,4.81
2021-10-19,3.6,2.2,,8.6,95,1011.2,657,0.34,1.38,4.15,97.94,3.9
2021-10-20,3.0,2.3,,6.9,94,983.6,658,0.76,5.32,6.02,95.28,3.38
2021-10-21,8.1,3.4,,0.0,61,978.8,659,1.78,4.09,4.69,94.79,9.47
2021-10-22,7.2,3.2,,0.0,48,991.6,660,1.7,2.88,3.93,95.97,9.29
2021-10-23,6.1,2.0,,0.0,64,1016.6,661,1.72,3.04,4.1,98.37,7.76
2021-10-24,5.7,2.7,,0.0,80,1016.1,662,0.43,5.89,5.82,98.41,6.67
2021-10-25,9.8,3.3,,0.0,91,1008.9,663,0.35,7.8,6.77,97.73,10.03
2021-10-26,9.4,2.0,,0.8,86,1006.7,664,1.53,5.86,5.87,97.47,9.79
2021-10-27,6.7,1.5,,8.2,94,1003.2,665,1.14,7.64,6.81,97.15,6.96
2021-10-28,10.1,4.3,,0.6,93,1005.8,666,0.27,9.64,7.74,97.43,10.27
2021-10-29,11.8,3.5,,0.5,91,1005.5,667,0.38,9.04,7.29,97.39,11.93
2021-10-30,10.8,3.3,,0.5,85,1003.6,668,1.07,8.24,6.79,97.25,11.11
2021-10-31,10.6,2.6,,9.6,89,1001.1,669,1.1,7.27,6.47,96.96,10.84
2021-11-01,7.2,4.3,,10.7,89,994.3,670,0.45,7.97,6.84,96.31,7.64
2021-11-02,10.4,3.1,,2.6,84,999.1,671,0.49,7.24,6.5,96.75,10.76
2021-11-03,8.5,1.2,,0.1,90,1001.5,672,0.52,5.04,5.63,97.0,8.83
2021-11-04,6.1,1.2,,0.1,93,1007.9,673,0.73,1.68,4.49,97.54,6.42
2021-11-05,2.6,1.1,,0.0,96,1006.7,674,0.69,0.87,4.11,97.43,2.86
2021-11-06,1.3,1.9,,0.0,85,1006.2,675,0.8,1.79,4.29,97.4,2.39
2021-11-07,3.9,4.9,,10.0,85,1001.0,676,0.39,0.77,4.04,96.86,4.77
2021-11-08,3.1,2.3,,1.2,84,1019.7,677,0.48,-1.09,3.44,98.65,4.1
2021-11-09,2.7,2.9,,2.4,95,1013.3,678,0.24,2.8,4.84,98.1,3.02
2021-11-10,7.8,1.7,,4.9,87,1013.0,679,0.78,2.3,4.66,98.11,8.28
2021-11-11,7.2,2.8,,0.0,72,1011.3,680,0.8,1.65,4.28,97.92,8.32
2021-11-12,4.8,2.6,,0.0,77,1017.4,681,0.63,-0.86,3.57,98.51,6.03
2021-11-13,3.4,3.7,,0.4,79,1022.4,682,0.33,0.47,3.94,98.95,4.68
2021-11-14,3.0,2.0,,0.0,91,1033.2,683,0.38,-1.55,3.34,99.97,3.57
2021-11-15,0.8,1.7,,0.3,95,1029.3,684,0.32,1.16,4.23,99.64,1.18
2021-11-16,5.4,3.4,,0.0,90,1018.4,685,0.25,4.08,5.2,98.61,5.9
2021-11-17,7.8,3.1,,0.8,90,1005.2,686,0.42,3.12,4.95,97.33,8.17
2021-11-18,3.3,1.2,,6.1,92,1005.8,687,0.16,-0.77,3.74,97.31,3.79
